token,lemma,upos,clique,stem,synonyms,hypernyms
hulth,hulth,NOUN,217,hulth,,NA
semeval,semeval,ADJ,217,semev,,NA
collections,collection,NOUN,217,collect,accumulation|aggregation|appeal|assemblage|assembling|collecting|collection|compendium|ingathering|solicitation,group|grouping|publication|request|petition|postulation
table,table,NOUN,218,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare
shows,show,NOUN,218,show,appearance|display|show,entertainment|amusement|demonstration|demo|social event|pretense|pretence|pretending|simulation|feigning
macro,macro,ADJ,218,macro,macro,
averaged,average,VERB,218,averag,average|average out,total|number|add up|come|amount|achieve|accomplish|attain|reach|calculate|cipher|cypher|compute|work out|reckon|figure
results,result,NOUN,218,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
test,test,NOUN,218,test,exam|examination|mental test|mental testing|psychometric test|run|test|trial|trial run|tryout,experiment|experimentation|mental measurement|communication|communicating|attempt|effort|endeavor|endeavour|try|covering|natural covering|cover
sets,set,VERB,218,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
bold,bold,ADJ,219,bold,bluff|bold|sheer,
values,value,NOUN,219,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal
indicate,indicate,VERB,219,indic,argue|bespeak|betoken|designate|indicate|point|show|signal,tell|inform|present|represent|lay out
best,best,ADJ,219,best,best|best(p)|better(p),
performance,performance,NOUN,219,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
corresponding,correspond,NOUN,219,correspond,,NA
test,test,NOUN,219,test,exam|examination|mental test|mental testing|psychometric test|run|test|trial|trial run|tryout,experiment|experimentation|mental measurement|communication|communicating|attempt|effort|endeavor|endeavour|try|covering|natural covering|cover
sets,set,VERB,219,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
italics,italic,NOUN,219,ital,italic|Italic|Italic language,longhand|running hand|cursive|cursive script|Indo-European|Indo-European language|Indo-Hittite|font|fount|typeface|face|case
second,second,ADV,219,second,second|secondly,NA
results,result,NOUN,219,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
observe,observe,ADJ,220,observ,,NA
xgb,xgb,NOUN,220,xgb,,NA
classifier,classifier,NOUN,220,classifi,classifier,thinker|word|morpheme
performs,perform,NOUN,220,perform,,NA
best,best,ADJ,220,best,best|best(p)|better(p),
terms,term,NOUN,220,term,condition|full term|strings|term|terminal figure|terminus,word|time period|period of time|period|statement|quantity|constituent|grammatical constituent|point|point in time|statue
recall,recall,VERB,220,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
fone,fone,NOUN,220,fone,,NA
score,score,NOUN,220,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest
test,test,NOUN,220,test,exam|examination|mental test|mental testing|psychometric test|run|test|trial|trial run|tryout,experiment|experimentation|mental measurement|communication|communicating|attempt|effort|endeavor|endeavour|try|covering|natural covering|cover
sets,set,VERB,220,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
whereas,whereas,NOUN,220,wherea,,NA
performance,performance,NOUN,220,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
precision,precision,NOUN,220,precis,preciseness|precision,exactness|exactitude
achieved,achieve,VERB,220,achiev,accomplish|achieve|attain|reach,succeed|win|come through|bring home the bacon|deliver the goods
classifiers,classifier,NOUN,220,classifi,classifier,thinker|word|morpheme
performs,perform,NOUN,221,perform,,NA
second,second,ADV,221,second,second|secondly,NA
best,best,ADJ,221,best,best|best(p)|better(p),
term,term,NOUN,221,term,condition|full term|strings|term|terminal figure|terminus,word|time period|period of time|period|statement|quantity|constituent|grammatical constituent|point|point in time|statue
recall,recall,VERB,221,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
fone,fone,NOUN,221,fone,,NA
score,score,NOUN,221,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest
following,follow,VERB,221,follow,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on
xgb,xgb,NOUN,221,xgb,,NA
since,since,ADV,222,sinc,,NA
performance,performance,NOUN,222,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
gap,gap,NOUN,222,gap,break|col|crack|disruption|gap|interruption|opening|spread,disparity|space|opening|pass|mountain pass|notch|dispute|difference|difference of opinion|conflict|delay|holdup
precision,precision,NOUN,222,precis,preciseness|precision,exactness|exactitude
insignificant,insignificant,ADJ,222,insignific,dinky|insignificant|peanut|unimportant,
decided,decide,VERB,222,decid,adjudicate|decide|determine|make up one's mind|resolve|settle,end|terminate|induce|stimulate|cause|have|get|make|determine|shape|mold|influence|regulate
retain,retain,NOUN,222,retain,,NA
model,model,NOUN,222,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
along,along,ADV,222,along,along|on,NA
xgb,xgb,NOUN,222,xgb,,NA
further,further,ADV,222,further,farther|further,NA
experiments,experiment,NOUN,222,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture
aim,aim,NOUN,223,aim,aim|bearing|design|heading|intent|intention|object|objective|purpose|target,goal|end|steering|guidance|direction|way
validate,validate,NOUN,223,valid,,NA
claim,claim,NOUN,223,claim,call|claim|title,assertion|averment|asseveration|demand|right|legal right
domain,domain,NOUN,223,domain,area|arena|demesne|domain|domain of a function|field|knowledge base|knowledge domain|land|orbit|sphere|world,environment|region|set|class|stratum|social class|socio-economic class|content|cognitive content|mental object
collection,collection,NOUN,223,collect,accumulation|aggregation|appeal|assemblage|assembling|collecting|collection|compendium|ingathering|solicitation,group|grouping|publication|request|petition|postulation
independence,independence,NOUN,223,independ,independence|Independence|independency,freedom|victory|triumph
evaluate,evaluate,NOUN,223,evalu,,NA
xgb,xgb,NOUN,223,xgb,,NA
unseen,unseen,ADJ,223,unseen,out of the blue(p)|unanticipated|unforeseen|unlooked-for|unobserved|unseen,
scientific,scientific,ADJ,223,scientif,scientific,
datasets,dataset,NOUN,223,dataset,,NA
krapivin,krapivin,NOUN,223,krapivin,,NA
kdd,kdd,NOUN,223,kdd,,NA
news,news,NOUN,223,new,intelligence|news|news program|news show|newsworthiness|tidings|word,information|info|broadcast|program|programme|interest|interestingness
corpus,corpus,NOUN,223,corpu,corpus|principal|principal sum,capital|collection|aggregation|accumulation|assemblage|part|piece
recall,recall,VERB,224,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
models,models,NOUN,224,model,,NA
trained,train,VERB,224,train,aim|check|civilise|civilize|coach|condition|cultivate|develop|direct|discipline|educate|groom|prepare|rail|school|take|take aim|trail|train,teach|learn|instruct|study|read|take|develop|make grow|educate|polish|refine|fine-tune|down|position|exercise|work out|control|hold in|hold|contain|check|curb|moderate|ride|drag
combined,combine,VERB,224,combin,aggregate|blend|coalesce|combine|commingle|compound|conflate|flux|fuse|immix|meld|merge|mix|unite,have|feature|add|mix|mingle|commix|unify|amalgamate|contribute|give|chip in|kick in|interact|change integrity
datasets,dataset,NOUN,224,dataset,,NA
hulth,hulth,NOUN,224,hulth,,NA
semeval,semeval,ADJ,224,semev,,NA
sections,section,NOUN,225,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting
present,present,ADJ,225,present,present|present(a),
results,result,NOUN,225,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
establishing,establish,VERB,225,establish,base|build|constitute|demonstrate|establish|found|give|ground|instal|install|institute|launch|lay down|make|plant|prove|set up|shew|show,open|open up|initiate|pioneer|confirm|corroborate|sustain|substantiate|support|affirm|make|create
collection,collection,NOUN,225,collect,accumulation|aggregation|appeal|assemblage|assembling|collecting|collection|compendium|ingathering|solicitation,group|grouping|publication|request|petition|postulation
domain,domain,NOUN,225,domain,area|arena|demesne|domain|domain of a function|field|knowledge base|knowledge domain|land|orbit|sphere|world,environment|region|set|class|stratum|social class|socio-economic class|content|cognitive content|mental object
independence,independence,NOUN,225,independ,independence|Independence|independency,freedom|victory|triumph
respectively,respectivly,ADV,225,respectivli,,NA
table,table,NOUN,226,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare
shows,show,NOUN,226,show,appearance|display|show,entertainment|amusement|demonstration|demo|social event|pretense|pretence|pretending|simulation|feigning
macro,macro,ADJ,226,macro,macro,
averaged,average,VERB,226,averag,average|average out,total|number|add up|come|amount|achieve|accomplish|attain|reach|calculate|cipher|cypher|compute|work out|reckon|figure
results,result,NOUN,226,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
models,models,NOUN,226,model,,NA
cross,cross,NOUN,226,cross,crisscross|cross|Cross|crossbreed|crossbreeding|crossing|crown of thorns|hybrid|hybridisation|hybridization|hybridizing|interbreeding|mark,structure|construction|marking|emblem|affliction|organism|being|coupling|mating|pairing|conjugation|union|sexual union
collection,collection,NOUN,226,collect,accumulation|aggregation|appeal|assemblage|assembling|collecting|collection|compendium|ingathering|solicitation,group|grouping|publication|request|petition|postulation
scientific,scientific,ADJ,226,scientif,scientific,
datasets,dataset,NOUN,226,dataset,,NA
observe,observe,ADJ,227,observ,,NA
models,models,NOUN,227,model,,NA
able,able,ADJ,227,abl,able|able-bodied|capable,
recall,recall,VERB,227,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
keywords,keyword,NOUN,227,keyword,,NA
reasonably,reasonably,ADV,227,reason,fairly|jolly|middling|moderately|passably|pretty|reasonably|sanely|sensibly|somewhat,
unseen,unseen,ADJ,227,unseen,out of the blue(p)|unanticipated|unforeseen|unlooked-for|unobserved|unseen,
documents,document,NOUN,227,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
corpora,corpora,NOUN,227,corpora,,NA
best,best,ADJ,228,best,best|best(p)|better(p),
knowledge,knowledge,NOUN,228,knowledg,cognition|knowledge|noesis,psychological feature
earlier,earlier,ADV,228,earlier,before|earlier|in the beginning|in the first place|originally|sooner|to begin with,NA
work,work,NOUN,228,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output
supervised,supervise,VERB,228,supervis,manage|monitor|oversee|superintend|supervise,administer|administrate|observe
has,have,VERB,228,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
performed,perform,VERB,228,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil
cross,cross,NOUN,228,cross,crisscross|cross|Cross|crossbreed|crossbreeding|crossing|crown of thorns|hybrid|hybridisation|hybridization|hybridizing|interbreeding|mark,structure|construction|marking|emblem|affliction|organism|being|coupling|mating|pairing|conjugation|union|sexual union
collection,collection,NOUN,228,collect,accumulation|aggregation|appeal|assemblage|assembling|collecting|collection|compendium|ingathering|solicitation,group|grouping|publication|request|petition|postulation
investigation,investigation,NOUN,228,investig,investigating|investigation|probe,inquiry|enquiry|research|work
keyword,keyword,NOUN,228,keyword,,NA
extraction,extraction,NOUN,228,extract,descent|extraction|origin,natural process|natural action|action|activity|ancestry|lineage|derivation|filiation|removal|remotion
hence,hence,ADV,229,henc,hence|so|thence|therefore|thus,NA
unable,unable,ADJ,229,unabl,ineffective|ineffectual|unable|unable(p),
compare,compare,VERB,229,compar,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect
performance,performance,NOUN,229,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
low,low,ADJ,230,low,abject|blue|broken|crushed|depleted|depressed|dispirited|down in the mouth|down(p)|downcast|downhearted|gloomy|grim|humble|humbled|humiliated|low|low-down|low-pitched|low-spirited|low-toned|lowly|miserable|modest|scummy|scurvy|small,
precision,precision,NOUN,230,precis,preciseness|precision,exactness|exactitude
datasets,dataset,NOUN,230,dataset,,NA
relatively,relatively,ADV,230,rel,comparatively|relatively,
less,less,ADJ,230,less,less|less(a),
number,number,NOUN,230,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
standard,standard,ADJ,230,standard,received|standard|stock,
keywords,keyword,NOUN,230,keyword,,NA
assigned,assign,VERB,230,assign,allot|arrogate|ascribe|assign|attribute|delegate|depute|designate|impute|portion|put|set apart|specify,appoint|charge|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|evaluate|pass judgment|judge|choose|take|select|pick out|use|utilize|utilise|apply|employ|claim|lay claim|arrogate|transfer
document,document,NOUN,230,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
see,see,VERB,230,see,ascertain|assure|attend|catch|check|come across|consider|construe|control|date|determine|discover|encounter|ensure|envision|escort|examine|experience|fancy|figure|find|find out|get a line|get wind|get word|go out|go steady|go through|hear|image|insure|interpret|learn|look|meet|pick up|picture|project|realise|realize|reckon|regard|run across|run into|see|see to it|take care|take in|understand|view|visit|visualise|visualize|watch|witness,perceive|comprehend|experience|see|go through|imagine|conceive of|ideate|envisage|think|believe|consider|conceive|watch|verify|visit|call in|call|tour|care|give care|receive|take in|invite|consort|associate|affiliate|assort|debate|moot|turn over|deliberate|detect|observe|find|discover|notice|undergo|accompany|bet|wager|play|understand
column,column,NOUN,230,column,chromatography column|column|editorial|newspaper column|pillar|tower,file|single file|Indian file|tube|tubing|array|shape|form|article|structure|construction|upright|vertical|text|textual matter|skeletal structure
table,table,NOUN,230,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare
models,models,NOUN,231,model,,NA
recall,recall,VERB,231,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
most,most,ADJ,231,most,most(a),
keywords,keyword,NOUN,231,keyword,,NA
along,along,ADV,231,along,along|on,NA
false,false,ADJ,231,fals,assumed|delusive|fake|false|faux|fictitious|fictive|imitation|mistaken|off-key|pretended|put on|sham|simulated|sour|untrue,
positives,positive,NOUN,231,posit,positive|positive degree,adjective|adverb|film|photographic film
drops,drop,NOUN,231,drop,bead|cliff|dip|drib|driblet|drop|drop cloth|drop curtain|drop-off|fall|free fall|pearl,sphere|small indefinite quantity|small indefinite amount|decrease|decrement|geological formation|formation|hiding place|descent|gravitation|curtain|drape|drapery|mantle|pall|depository|deposit|depositary|repository
precision,precision,NOUN,231,precis,preciseness|precision,exactness|exactitude
outperforms,outperform,NOUN,232,outperform,,NA
xgb,xgb,NOUN,232,xgb,,NA
datasets,dataset,NOUN,232,dataset,,NA
terms,term,NOUN,232,term,condition|full term|strings|term|terminal figure|terminus,word|time period|period of time|period|statement|quantity|constituent|grammatical constituent|point|point in time|statue
precision,precision,NOUN,232,precis,preciseness|precision,exactness|exactitude
fone,fone,NOUN,232,fone,,NA
score,score,NOUN,232,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest
however,however,ADV,232,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
lower,lower,ADJ,232,lower,,NA
values,value,NOUN,232,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal
recall,recall,VERB,232,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
perform,perform,VERB,233,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil
experiments,experiment,NOUN,233,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture
establish,establish,NOUN,233,establish,,NA
domain,domain,NOUN,233,domain,area|arena|demesne|domain|domain of a function|field|knowledge base|knowledge domain|land|orbit|sphere|world,environment|region|set|class|stratum|social class|socio-economic class|content|cognitive content|mental object
independence,independence,NOUN,233,independ,independence|Independence|independency,freedom|victory|triumph
trained,train,VERB,233,train,aim|check|civilise|civilize|coach|condition|cultivate|develop|direct|discipline|educate|groom|prepare|rail|school|take|take aim|trail|train,teach|learn|instruct|study|read|take|develop|make grow|educate|polish|refine|fine-tune|down|position|exercise|work out|control|hold in|hold|contain|check|curb|moderate|ride|drag
models,models,NOUN,233,model,,NA
evaluating,evaluate,VERB,233,evalu,appraise|assess|evaluate|judge|measure|pass judgment|valuate|value,evaluate|pass judgment|judge|think|cogitate|cerebrate
performance,performance,NOUN,233,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
unseen,unseen,ADJ,233,unseen,out of the blue(p)|unanticipated|unforeseen|unlooked-for|unobserved|unseen,
cross,cross,NOUN,233,cross,crisscross|cross|Cross|crossbreed|crossbreeding|crossing|crown of thorns|hybrid|hybridisation|hybridization|hybridizing|interbreeding|mark,structure|construction|marking|emblem|affliction|organism|being|coupling|mating|pairing|conjugation|union|sexual union
dataset,dataset,NOUN,233,dataset,,NA
news,news,NOUN,233,new,intelligence|news|news program|news show|newsworthiness|tidings|word,information|info|broadcast|program|programme|interest|interestingness
articles,article,NOUN,233,articl,article|clause,nonfiction|nonfictional prose|piece|artifact|artefact|section|subdivision|determiner|determinative
present,present,ADJ,234,present,present|present(a),
empirical,empirical,ADJ,234,empir,empiric|empirical,
observations,observation,NOUN,234,observ,notice|observance|observation|reflection|reflexion|watching,measurement|measuring|measure|mensuration|look|looking|looking at|remark|comment|input|fact|attention|attending
table,table,NOUN,234,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare
evident,evident,ADJ,235,evid,apparent|discernible|evident|manifest|observable|palpable|patent|plain|unmistakable,
results,result,NOUN,235,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
models,models,NOUN,235,model,,NA
able,able,ADJ,235,abl,able|able-bodied|capable,
perform,perform,VERB,235,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil
sufficiently,sufficientely,ADV,235,sufficient,,NA
cross,cross,NOUN,235,cross,crisscross|cross|Cross|crossbreed|crossbreeding|crossing|crown of thorns|hybrid|hybridisation|hybridization|hybridizing|interbreeding|mark,structure|construction|marking|emblem|affliction|organism|being|coupling|mating|pairing|conjugation|union|sexual union
domain,domain,NOUN,235,domain,area|arena|demesne|domain|domain of a function|field|knowledge base|knowledge domain|land|orbit|sphere|world,environment|region|set|class|stratum|social class|socio-economic class|content|cognitive content|mental object
dataset,dataset,NOUN,235,dataset,,NA
establishes,establish,NOUN,235,establish,,NA
indeed,indeed,ADV,235,inde,indeed|so,NA
applicable,applicable,ADJ,235,applic,applicable,
documents,document,NOUN,235,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
again,again,ADV,236,again,again|once again|once more|over again,NA
cant,cant,NOUN,236,cant,argot|bank|bevel|buzzword|camber|cant|chamfer|jargon|lingo|patois|pious platitude|slang|vernacular,nonsense|bunk|nonsensicality|meaninglessness|hokum|slope|incline|side|non-standard speech|talk|talking|edge
compare,compare,VERB,236,compar,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect
baseline,baseline,NOUN,236,baselin,baseline|service line,standard|criterion|measure|touchstone|line
reason,reason,NOUN,236,reason,cause|ground|grounds|intellect|rationality|reason|reasonableness|understanding,rational motive|explanation|account|faculty|mental faculty|module|sanity|saneness|justification|fact
stated,stat,VERB,236,stat,,NA
section,section,NOUN,236,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting
interestingly,interestingly,ADV,237,interestingli,interestingly,
cross,cross,NOUN,237,cross,crisscross|cross|Cross|crossbreed|crossbreeding|crossing|crown of thorns|hybrid|hybridisation|hybridization|hybridizing|interbreeding|mark,structure|construction|marking|emblem|affliction|organism|being|coupling|mating|pairing|conjugation|union|sexual union
domain,domain,NOUN,237,domain,area|arena|demesne|domain|domain of a function|field|knowledge base|knowledge domain|land|orbit|sphere|world,environment|region|set|class|stratum|social class|socio-economic class|content|cognitive content|mental object
dataset,dataset,NOUN,237,dataset,,NA
models,models,NOUN,237,model,,NA
able,able,ADJ,237,abl,able|able-bodied|capable,
extract,extract,NOUN,237,extract,excerpt|excerption|extract|infusion|selection,solution|passage
keywords,keyword,NOUN,237,keyword,,NA
precision,precision,NOUN,237,precis,preciseness|precision,exactness|exactitude
albeit,albeit,NOUN,237,albeit,,NA
drop,drop,VERB,237,drop,cast|cast off|cut down|dangle|degenerate|deteriorate|devolve|discharge|dismiss|dribble|drip|drop|drop down|drop off|expend|fell|flatten|knock off|leave out|miss|neglect|omit|overleap|overlook|pretermit|put down|send away|send packing|set down|shake off|shed|sink|spend|strike down|swing|throw|throw away|throw off|unload,move|displace|descend|fall|go down|come down|decline|wane|change posture|remove|express|verbalize|verbalise|utter|give tongue to|discontinue|stop|cease|give up|quit|lay off|deliver|cut|lose|pay|change|alter|modify|hang|fire|give notice|can|dismiss|give the axe|send away|sack|force out|give the sack|terminate|pour|take|take away|withdraw|drug|do drugs|elide|worsen|give birth|bear|birth|have
recall,recall,VERB,237,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
relatively,relatively,ADV,238,rel,comparatively|relatively,
higher,higher,ADJ,238,higher,higher(a),
number,number,NOUN,238,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
keywords,keyword,NOUN,238,keyword,,NA
assigned,assign,VERB,238,assign,allot|arrogate|ascribe|assign|attribute|delegate|depute|designate|impute|portion|put|set apart|specify,appoint|charge|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|evaluate|pass judgment|judge|choose|take|select|pick out|use|utilize|utilise|apply|employ|claim|lay claim|arrogate|transfer
document,document,NOUN,238,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
navgsixnine,navgsixnine,NOUN,238,navgsixnin,,NA
table,table,NOUN,238,tabl,board|mesa|table|tabular array,array|furniture|piece of furniture|article of furniture|tableland|plateau|gathering|assemblage|fare
dataset,dataset,NOUN,238,dataset,,NA
models,models,NOUN,239,model,,NA
tend,tend,VERB,239,tend,be given|incline|lean|run|tend,be|attend|take care|look|see|mind
extract,extract,NOUN,239,extract,excerpt|excerption|extract|infusion|selection,solution|passage
fewer,fewer,NOUN,239,fewer,,NA
correct,correct,ADJ,239,correct,correct|right,
keywords,keyword,NOUN,239,keyword,,NA
thus,thus,ADV,239,thu,hence|so|thence|therefore|thus|thusly,NA
increasing,increase,VERB,239,increas,increase,change magnitude|change|alter|modify
precision,precision,NOUN,239,precis,preciseness|precision,exactness|exactitude
lowering,lowere,VERB,239,lower,,NA
recall,recall,VERB,239,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
