token,lemma,upos,clique,stem,synonyms,hypernyms
probability,probability,NOUN,106,probabl,chance|probability,measure|quantity|amount|quality
map,map,NOUN,106,map,function|map|mapping|mathematical function|single-valued function,representation|mathematical relation
corresponds,corresponds,NOUN,106,correspond,,NA
ground,ground,NOUN,106,ground,background|basis|dry land|earth|flat coat|footing|ground|land|primer|primer coat|priming|priming coat|reason|soil|solid ground|terra firma|undercoat,object|physical object|rational motive|material|stuff|foundation|military position|position|view|aspect|prospect|scene|vista|panorama|percept|perception|perceptual experience|connection|connexion|connector|connecter|connective|surface|coat of paint
truth,truth,NOUN,106,truth,accuracy|Sojourner Truth|the true|true statement|trueness|truth|Truth|verity,fact|actuality|statement|quality
segmentation,segmentation,NOUN,106,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
mask,mask,NOUN,106,mask,mask|masque|masquerade|masquerade party,covering|disguise|concealment|concealing|hiding|party|protective covering|protective cover|protection
done,done,VERB,107,done,,NA
dataset,dataset,NOUN,107,dataset,,NA
contained,contain,VERB,107,contain,arrest|bear|carry|check|comprise|contain|control|curb|hold|hold back|hold in|incorporate|moderate|stop|take|turn back,include|restrain|keep|keep back|hold back|be|defend
scan,scan,ADJ,107,scan,,NA
images,image,NOUN,107,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
human,human,ADJ,107,human,human,
palm,palm,NOUN,107,palm,decoration|laurel wreath|medal|medallion|palm|palm tree|ribbon|thenar,area|region|linear unit|linear measure|tree|award|accolade|honor|honour|laurels
acquired,acquire,VERB,107,acquir,acquire|adopt|assume|develop|evolve|gain|get|grow|larn|learn|produce|take|take on|win,change|situate|locate|get|acquire
using,use,VERB,107,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
pam,pam,NOUN,107,pam,,NA
system,system,NOUN,107,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
data,data,NOUN,108,data,data|information,collection|aggregation|accumulation|assemblage
then,then,ADV,108,then,and so|so|then,NA
randomly,randomly,ADV,108,randomli,arbitrarily|at random|every which way|haphazardly|indiscriminately|randomly|willy-nilly,
split,split,VERB,108,split,break|break open|break up|burst|carve up|cleave|dissever|divide|part|rive|separate|split|split up,change integrity|tear|move|break|separate|split up|fall apart|come apart
training,training,NOUN,108,train,breeding|education|grooming|preparation|training,activity|upbringing
set,set,VERB,108,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
validation,validation,NOUN,108,valid,establishment|proof|substantiation|validation,determination|finding|proof|cogent evidence
fivezero,fivezero,NOUN,108,fivezero,,NA
images,image,NOUN,108,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
test,test,NOUN,108,test,exam|examination|mental test|mental testing|psychometric test|run|test|trial|trial run|tryout,experiment|experimentation|mental measurement|communication|communicating|attempt|effort|endeavor|endeavour|try|covering|natural covering|cover
onezero,onezero,ADV,108,onezero,,NA
scan,scan,ADJ,109,scan,,NA
image,image,NOUN,109,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
has,have,VERB,109,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
normalized,normalize,ADJ,109,normal,,NA
pixel,pixel,NOUN,109,pixel,pel|picture element|pixel,component|constituent|element
values,value,NOUN,109,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal
ranging,rang,VERB,109,rang,,NA
zero,zero,NOUN,109,zero,0|aught|cipher|cypher|goose egg|nada|naught|nil|nix|nothing|nought|null|zero|zero point|zilch|zip|zippo,relative quantity|digit|figure|numerical quantity|sight setting
ground,ground,NOUN,110,ground,background|basis|dry land|earth|flat coat|footing|ground|land|primer|primer coat|priming|priming coat|reason|soil|solid ground|terra firma|undercoat,object|physical object|rational motive|material|stuff|foundation|military position|position|view|aspect|prospect|scene|vista|panorama|percept|perception|perceptual experience|connection|connexion|connector|connecter|connective|surface|coat of paint
truth,truth,NOUN,110,truth,accuracy|Sojourner Truth|the true|true statement|trueness|truth|Truth|verity,fact|actuality|statement|quality
image,image,NOUN,110,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
dataset,dataset,NOUN,110,dataset,,NA
segmentation,segmentation,NOUN,110,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
mask,mask,NOUN,110,mask,mask|masque|masquerade|masquerade party,covering|disguise|concealment|concealing|hiding|party|protective covering|protective cover|protection
grayscale,grayscale,NOUN,110,grayscal,,NA
normalized,normalize,ADJ,110,normal,,NA
extracted,extract,VERB,110,extract,distil|distill|draw out|educe|elicit|evoke|excerpt|express|extract|press out|pull|pull out|pull up|rip out|take out|tear out,remove|take|take away|withdraw|obtain|interpret|construe|see|make|create|separate|get|acquire|choose|select|pick out|calculate|cipher|cypher|compute|work out|reckon|figure
raw,raw,ADJ,110,raw,bare-ass|bare-assed|bleak|crude|cutting|in the altogether|in the buff|in the raw|naked|naked as a jaybird|natural|new|peeled|raw|raw(a)|rude(a)|sensitive|sore|stark naked|tender|unsanded,
data,data,NOUN,110,data,data|information,collection|aggregation|accumulation|assemblage
pam,pam,NOUN,110,pam,,NA
system,system,NOUN,110,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
manually,manually,ADV,110,manual,manually,
segmented,segment,VERB,110,segment,section|segment,separate|divide|part|separate|divide|part
experienced,experience,ADJ,110,experi,,NA
researcher,researcher,NOUN,110,research,investigator|research worker|researcher,scientist
data,data,NOUN,111,data,data|information,collection|aggregation|accumulation|assemblage
augmentation,augmentation,NOUN,111,augment,augmentation,increase|statement|step-up
rotational,rotational,ADJ,111,rotat,rotational,
transform,transform,NOUN,111,transform,,NA
degrees,degrees,NOUN,111,degre,,NA
lateral,lateral,ADJ,111,later,lateral|sidelong,
vertical,vertical,ADJ,111,vertic,erect|perpendicular|upright|vertical,
shift,shift,NOUN,111,shift,break|chemise|displacement|duty period|fault|faulting|fracture|geological fault|sack|shift|shift key|shifting|shimmy|slip|switch|switching|teddy|transformation|transmutation|work shift,translation|change|alteration|modification|hours|motion|movement|move|crack|cleft|crevice|fissure|scissure|gang|crew|work party|key|undergarment|unmentionable|dress|frock
up,up,ADV,111,up,up|upward|upwardly|upwards,NA
onezero,onezero,ADV,111,onezero,,NA
image,image,NOUN,111,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
size,size,NOUN,111,size,size|size of it|sizing,magnitude|property|filler|situation|state of affairs
applied,apply,VERB,111,appli,apply|employ|enforce|give|go for|hold|implement|lend oneself|practice|put on|use|utilise|utilize,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|request|ask for|bespeak|call for|quest|cover|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|compel|oblige|obligate|denote|give|dedicate|consecrate|commit|devote
training,training,NOUN,111,train,breeding|education|grooming|preparation|training,activity|upbringing
set,set,VERB,111,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
images,image,NOUN,111,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
tackle,tackle,NOUN,111,tackl,fishing gear|fishing rig|fishing tackle|rig|rigging|tackle,lineman|gear|paraphernalia|appurtenance|football play
model,model,NOUN,111,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
over,over,ADV,111,over,all over|o'er|over,NA
fitting,fitte,VERB,111,fitt,,NA
similarities,similarity,NOUN,111,similar,law of similarity|similarity,sameness|Gestalt law of organization|Gestalt principle of organization
presented,present,VERB,111,present,acquaint|award|confront|deliver|demo|demonstrate|exhibit|face|gift|give|introduce|lay out|portray|pose|present|represent|salute|show|stage|submit,show|state|say|tell|re-create|give|constitute|represent|make up|comprise|be|allocate|apportion|talk|speak|utter|mouth|verbalize|verbalise|inform|interpret|introduce|present|acquaint|greet|recognize|recognise
pa,pa,NOUN,111,pa,atomic number 91|dad|dada|daddy|Keystone State|P.A.|P.A. system|pa|Pa|PA|PA system|Pa.|papa|pappa|pascal|Pennsylvania|pop|protactinium|protoactinium|public address system,father|male parent|begetter|metallic element|metal|pressure unit|communication system
system,system,NOUN,111,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
validation,validation,NOUN,112,valid,establishment|proof|substantiation|validation,determination|finding|proof|cogent evidence
dataset,dataset,NOUN,112,dataset,,NA
used,use,VERB,112,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
same,same,ADJ,112,same,like|same|same(p),
data,data,NOUN,112,data,data|information,collection|aggregation|accumulation|assemblage
augmentation,augmentation,NOUN,112,augment,augmentation,increase|statement|step-up
techniques,techniques,NOUN,112,techniqu,,NA
utilized,utilize,ADJ,112,util,,NA
training,training,NOUN,112,train,breeding|education|grooming|preparation|training,activity|upbringing
none,none,NOUN,112,none,none,hour|time of day|service|religious service|divine service
process,process,NOUN,112,process,appendage|cognitive operation|cognitive process|mental process|operation|outgrowth|physical process|procedure|process|summons|unconscious process,activity|cognition|knowledge|noesis|writ|judicial writ|body part|physical entity
testing,testing,NOUN,112,test,examination|testing,experiment|experimentation|examination|scrutiny|investigation|investigating
datasets,dataset,NOUN,112,dataset,,NA
use,use,VERB,113,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
sliding,slide,VERB,113,slide,skid|slew|slide|slip|slither|slue,glide|travel|go|move|locomote|displace
window,window,NOUN,113,window,window|windowpane,framework|frame|opening|panel|gap|time period|period of time|period|pane|pane of glass|window glass|display|video display
extraction,extraction,NOUN,113,extract,descent|extraction|origin,natural process|natural action|action|activity|ancestry|lineage|derivation|filiation|removal|remotion
focuses,focus,VERB,113,focu,center|centre|concenter|concentrate|concentre|focalise|focalize|focus|pore|rivet|sharpen,think|cogitate|cerebrate|sharpen|align|aline|line up|adjust|conform|adapt|set|correct
segmentation,segmentation,NOUN,113,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
multiresolution,multiresolution,NOUN,113,multiresolut,,NA
images,image,NOUN,113,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
resizing,resize,VERB,113,resiz,resize,size
method,method,NOUN,113,method,method|method acting,know-how|acting|playing|playacting|performing
models,models,NOUN,114,model,,NA
used,use,VERB,114,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
same,same,ADJ,114,same,like|same|same(p),
training,training,NOUN,114,train,breeding|education|grooming|preparation|training,activity|upbringing
parameter,parameter,NOUN,114,paramet,argument|parameter|parametric quantity,constant|constant quantity|invariable|factor|address|computer address|reference|value|quantity
evaluating,evaluate,VERB,114,evalu,appraise|assess|evaluate|judge|measure|pass judgment|valuate|value,evaluate|pass judgment|judge|think|cogitate|cerebrate
performance,performance,NOUN,114,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
model,model,NOUN,115,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
trained,train,VERB,115,train,aim|check|civilise|civilize|coach|condition|cultivate|develop|direct|discipline|educate|groom|prepare|rail|school|take|take aim|trail|train,teach|learn|instruct|study|read|take|develop|make grow|educate|polish|refine|fine-tune|down|position|exercise|work out|control|hold in|hold|contain|check|curb|moderate|ride|drag
using,use,VERB,115,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
batch,batch,NOUN,115,batch,batch|clutch|deal|flock|good deal|great deal|hatful|heap|lot|mass|mess|mickle|mint|mountain|muckle|passel|peck|pile|plenty|pot|quite a little|raft|sight|slew|spate|stack|tidy sum|wad,collection|aggregation|accumulation|assemblage|large indefinite quantity|large indefinite amount
size,size,NOUN,115,size,size|size of it|sizing,magnitude|property|filler|situation|state of affairs
images,image,NOUN,115,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
subset,subset,NOUN,115,subset,subset,set
training,training,NOUN,115,train,breeding|education|grooming|preparation|training,activity|upbringing
memory,memory,NOUN,115,memori,computer memory|computer storage|memory|memory board|remembering|retention|retentiveness|retentivity|storage|store,representation|mental representation|internal representation|basic cognitive process|faculty|mental faculty|module|memory device|storage device|hardware|computer hardware|cognitive psychology
constraints,constraint,NOUN,115,constraint,constraint|restraint,confinement|device|restriction
output,output,NOUN,116,output,end product|output|output signal|outturn|production|turnout|yield,product|production|signal|signaling|sign|indefinite quantity
layer,layer,NOUN,116,layer,bed|layer|level|stratum,artifact|artefact|region|part|place|hen|biddy|structure|anatomical structure|complex body part|bodily structure|body structure
uses,use,NOUN,116,us,consumption|economic consumption|employment|enjoyment|exercise|function|habit|manipulation|purpose|role|usage|usance|use|use of goods and services|utilisation|utilization,activity|utility|usefulness|demand|custom|usage|usance|influence|legal right
sigmoid,sigmoid,NOUN,116,sigmoid,,NA
activation,activation,NOUN,116,activ,activating|activation|energizing,stimulation|activity|beginning|start|commencement
score,score,NOUN,116,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest
prediction,prediction,NOUN,116,predict,anticipation|forecasting|foretelling|prediction|prevision|prognostication,reasoning|logical thinking|abstract thought|statement
pixel,pixel,NOUN,116,pixel,pel|picture element|pixel,component|constituent|element
patch,patch,NOUN,116,patch,bandage|dapple|darn|eyepatch|fleck|maculation|mend|patch|piece|plot|plot of ground|plot of land|speckle|spell|spot|temporary hookup|while,marking|tract|piece of land|piece of ground|parcel of land|parcel|piece of cloth|piece of material|time|program|programme|computer program|computer programme|connection|connexion|connector|connecter|connective|lash-up|contrivance|sewing|stitchery|cloth covering|dressing|medical dressing
images,image,NOUN,116,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
activation,activation,NOUN,117,activ,activating|activation|energizing,stimulation|activity|beginning|start|commencement
functions,function,NOUN,117,function,affair|function|map|mapping|mathematical function|occasion|office|part|procedure|purpose|role|routine|single-valued function|social function|social occasion|subprogram|subroutine|use,mathematical relation|utility|usefulness|duty|relation|social gathering|social affair|social event|software|software program|computer software|software system|software package|package
specially,specially,ADV,117,special,especially|particularly|peculiarly|specially,
used,use,VERB,117,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
artificial,artificial,ADJ,117,artifici,artificial|contrived|hokey|stilted|unreal,
neural,neural,ADJ,117,neural,nervous|neural|neuronal|neuronic,
networks,network,NOUN,117,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
transform,transform,NOUN,117,transform,,NA
input,input,NOUN,117,input,comment|input|input signal|remark|stimulant|stimulation|stimulus,signal|signaling|sign|statement|information|component|constituent|element
signal,signal,NOUN,117,signal,sign|signal|signaling,communication|incitement|incitation|provocation|electricity|electrical energy|power
output,output,NOUN,117,output,end product|output|output signal|outturn|production|turnout|yield,product|production|signal|signaling|sign|indefinite quantity
there,there,ADV,118,there,there|thither,NA
many,many,ADJ,118,mani,many,
different,different,ADJ,118,differ,different,
types,type,NOUN,118,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block
activation,activation,NOUN,118,activ,activating|activation|energizing,stimulation|activity|beginning|start|commencement
functions,function,NOUN,118,function,affair|function|map|mapping|mathematical function|occasion|office|part|procedure|purpose|role|routine|single-valued function|social function|social occasion|subprogram|subroutine|use,mathematical relation|utility|usefulness|duty|relation|social gathering|social affair|social event|software|software program|computer software|software system|software package|package
used,use,VERB,118,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
neural,neural,ADJ,118,neural,nervous|neural|neuronal|neuronic,
networks,network,NOUN,118,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
depending,depend,VERB,118,depend,bank|bet|calculate|count|depend|look|reckon|rely|swear,be|trust
type,type,NOUN,118,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block
network,network,NOUN,118,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
prediction,prediction,NOUN,118,predict,anticipation|forecasting|foretelling|prediction|prevision|prognostication,reasoning|logical thinking|abstract thought|statement
accuracy,accuracy,NOUN,118,accuraci,accuracy|truth,quality
sigmoid,sigmoid,NOUN,119,sigmoid,,NA
function,function,NOUN,119,function,affair|function|map|mapping|mathematical function|occasion|office|part|procedure|purpose|role|routine|single-valued function|social function|social occasion|subprogram|subroutine|use,mathematical relation|utility|usefulness|duty|relation|social gathering|social affair|social event|software|software program|computer software|software system|software package|package
transform,transform,NOUN,119,transform,,NA
value,value,NOUN,119,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal
range,range,NOUN,119,rang,ambit|chain|chain of mountains|compass|cooking stove|grasp|image|kitchen range|kitchen stove|mountain chain|mountain range|orbit|range|range of a function|range of mountains|reach|scope|stove,extent|limit|tract|piece of land|piece of ground|parcel of land|parcel|geological formation|formation|facility|installation|assortment|mixture|mixed bag|miscellany|miscellanea|variety|salmagundi|smorgasbord|potpourri|motley|set|capability|capableness|potentiality|kitchen appliance
defined,define,VERB,119,defin,define|delimit|delimitate|delineate|determine|fix|limit|set|specify,be|specify|set|determine|define|fix|limit|characterize|characterise|show|choose|take|select|pick out
as,as,ADV,119,a,as|equally|every bit,
correspond,correspond,NOUN,119,correspond,,NA
ground,ground,NOUN,119,ground,background|basis|dry land|earth|flat coat|footing|ground|land|primer|primer coat|priming|priming coat|reason|soil|solid ground|terra firma|undercoat,object|physical object|rational motive|material|stuff|foundation|military position|position|view|aspect|prospect|scene|vista|panorama|percept|perception|perceptual experience|connection|connexion|connector|connecter|connective|surface|coat of paint
truth,truth,NOUN,119,truth,accuracy|Sojourner Truth|the true|true statement|trueness|truth|Truth|verity,fact|actuality|statement|quality
segmentations,segmentation,NOUN,119,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
predicted,predict,VERB,119,predict,anticipate|augur|auspicate|betoken|bode|call|forebode|forecast|foreshadow|foretell|omen|portend|predict|prefigure|presage|prognosticate|promise,guess|venture|pretend|hazard|bespeak|betoken|indicate|point|signal
corresponding,correspond,NOUN,119,correspond,,NA
pixel,pixel,NOUN,119,pixel,pel|picture element|pixel,component|constituent|element
position,position,NOUN,119,posit,attitude|berth|billet|emplacement|lieu|locating|location|military position|office|perspective|place|placement|position|positioning|post|posture|side|situation|spatial relation|spot|stance|status|stead|view,point|orientation|bodily property|state|occupation|business|job|line of work|line|relation|role|activity|condition|status|attitude|mental attitude|opinion|view|item|function|office|part|assumption
ln,ln,NOUN,119,ln,,NA
corresponds,corresponds,NOUN,119,correspond,,NA
natural,natural,ADJ,119,natur,biological|born(p)|innate(p)|instinctive|lifelike|natural|raw(a)|rude(a),
tensorflow,tensorflow,NOUN,120,tensorflow,,NA
used,use,VERB,120,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
implementing,implement,VERB,120,implement,apply|carry out|enforce|follow out|follow through|follow up|go through with|implement|put through,use|utilize|utilise|apply|employ|compel|oblige|obligate|complete|finish
proposed,propose,VERB,120,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request
approach,approach,NOUN,120,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing
hardware,hardware,NOUN,121,hardwar,computer hardware|hardware|ironware,weaponry|arms|implements of war|weapons system|munition|instrumentality|instrumentation|component|constituent|element
platform,platform,NOUN,121,platform,chopine|platform|political platform|political program|program|weapons platform,horizontal surface|level|document|written document|papers|computer system|computing system|automatic data processing system|ADP system|ADPS|structure|construction|shoe
used,use,VERB,121,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
study,study,NOUN,121,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
performance,performance,NOUN,121,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
computer,computer,NOUN,121,comput,calculator|computer|computing device|computing machine|data processor|electronic computer|estimator|figurer|information processing system|reckoner,machine|expert
consisting,consist,VERB,121,consist,comprise|consist|dwell|lie|lie in,exist|be|match|fit|correspond|check|jibe|gibe|tally|agree
eight,eight,NOUN,121,eight,8|Ashcan School|eight|Eight|eight-spot|eighter|eighter from Decatur|octad|octet|octonary|ogdoad|VIII,digit|figure|school|artistic movement|art movement|spot
intel,intel,NOUN,121,intel,,NA
core,core,NOUN,121,core,burden|center|centre|Congress of Racial Equality|core|CORE|core group|effect|essence|gist|heart|heart and soul|inwardness|kernel|magnetic core|marrow|meat|nitty-gritty|nub|nucleus|pith|substance|sum,set|center|centre|midpoint|content|cognitive content|mental object|sample|nongovernmental organization|NGO|meaning|significance|signification|import|torus|toroid|chamber|bar
speed,speed,NOUN,121,speed,amphetamine|f number|fastness|focal ratio|hurrying|pep pill|speed|speeding|stop number|swiftness|upper|velocity,rate|pace|motion|movement|move|ratio|stimulant|stimulant drug|excitant|drug of abuse|street drug
graphics,graphic,NOUN,121,graphic,computer graphic|graphic,picture|image|icon|ikon
computing,comput,VERB,121,comput,,NA
unit,unit,NOUN,121,unit,building block|social unit|unit|unit of measurement|whole,definite quantity|part|portion|component part|component|constituent|organization|organisation|whole|thing|object|physical object
nvidia,nvidia,NOUN,121,nvidia,,NA
geforce,geforce,NOUN,121,geforc,,NA
gb,gb,NOUN,121,gb,G|Gb|GB|Gbit|Gi|GiB|gibibyte|gigabit|gigabyte|gilbert|Great Britain|sarin,organophosphate nerve agent|magnetomotive force unit|computer memory unit
memory,memory,NOUN,121,memori,computer memory|computer storage|memory|memory board|remembering|retention|retentiveness|retentivity|storage|store,representation|mental representation|internal representation|basic cognitive process|faculty|mental faculty|module|memory device|storage device|hardware|computer hardware|cognitive psychology
networks,network,NOUN,122,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
set,set,VERB,122,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
up,up,ADV,122,up,up|upward|upwardly|upwards,NA
using,use,VERB,122,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
python,python,NOUN,122,python,python|Python,boa|spirit|disembodied spirit
keras,kera,NOUN,122,kera,Kera,East Chadic
tensorflow,tensorflow,NOUN,122,tensorflow,,NA
backend,backend,NOUN,122,backend,,NA
learning,learn,VERB,123,learn,acquire|ascertain|check|con|determine|discover|find out|get a line|get wind|get word|hear|instruct|larn|learn|memorise|memorize|pick up|read|see|study|take|teach|watch,study|hit the books|inform
