token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
vs,versus,NOUN,164,versu,NA,NA,S0925231221011930,S0925231221011930_164
engineer,engineer,NOUN,177,engin,applied scientist|engine driver|engineer|locomotive engineer|railroad engineer|technologist,person|individual|someone|somebody|mortal|soul|operator|manipulator,S0926580519300378,S0926580519300378_177
supported,support,VERB,177,support,abide|affirm|back|back up|bear|bear out|brook|confirm|corroborate|defend|digest|endorse|endure|fend for|hold|hold up|indorse|keep going|patronage|patronise|patronize|plump for|plunk for|put up|stand|stick out|stomach|subscribe|substantiate|suffer|support|sustain|tolerate|underpin,give|approve|O.K.|okay|sanction|agree|hold|concur|concord|match|fit|correspond|check|jibe|gibe|tally|argue|reason|act|play|represent|foster|nurture|permit|allow|let|countenance,S0926580519300378,S0926580519300378_177
decision,decision,NOUN,177,decis,conclusion|decision|decisiveness|determination,choice|selection|option|pick|judgment|judgement|mind|result|resultant|final result|outcome|termination|resoluteness|firmness|firmness of purpose|resolve|resolution,S0926580519300378,S0926580519300378_177
dynamically,dynamically,ADV,177,dynam,dynamically,NA,S0926580519300378,S0926580519300378_177
deriving,derive,VERB,177,deriv,come|deduce|deduct|derive|descend|educe|gain|infer,reason|reason out|conclude|obtain|evolve|make|create,S0926580519300378,S0926580519300378_177
new,new,ADJ,177,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,NA,S0926580519300378,S0926580519300378_177
result,result,NOUN,177,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S0926580519300378,S0926580519300378_177
calculating,calculate,VERB,177,calcul,account|aim|bank|bet|calculate|cipher|compute|count|count on|cypher|depend|direct|estimate|figure|forecast|look|reckon|rely|swear|work out,reason|evaluate|pass judgment|judge|predict|foretell|prognosticate|call|forebode|anticipate|promise|intend|destine|designate|specify|trust,S0926580519300378,S0926580519300378_177
deviation,deviation,NOUN,177,deviat,deflection|deflexion|departure|deviance|deviation|difference|digression|divagation|divergence|diversion,variation|fluctuation|statistic|erroneousness|error|abnormality|irregularity|turn|turning,S0926580519300378,S0926580519300378_177
static,static,NOUN,177,static,atmospheric static|atmospherics|static,noise|interference|disturbance|criticism|unfavorable judgment,S0926580519300378,S0926580519300378_177
derived,derive,VERB,189,deriv,come|deduce|deduct|derive|descend|educe|gain|infer,reason|reason out|conclude|obtain|evolve|make|create,S0926580519300378,S0926580519300378_189
property,property,NOUN,189,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object,S0926580519300378,S0926580519300378_189
modelled,modell,VERB,189,model,NA,NA,S0926580519300378,S0926580519300378_189
other,other,ADJ,189,other,early(a)|former(a)|other|other(a),NA,S0926580519300378,S0926580519300378_189
classified,classify,VERB,189,classifi,assort|class|classify|relegate|separate|sort|sort out,categorize|categorise|restrict|control|assign|attribute,S0926580519300378,S0926580519300378_189
as,as,ADV,189,a,as|equally|every bit,NA,S0926580519300378,S0926580519300378_189
opmderived,opmderive,VERB,189,opmder,NA,NA,S0926580519300378,S0926580519300378_189
value,value,NOUN,189,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0926580519300378,S0926580519300378_189
inferred,infer,VERB,189,infer,deduce|deduct|derive|extrapolate|generalise|generalize|guess|infer|understand,reason|reason out|conclude|solve|work out|figure out|puzzle out|lick|work|believe,S0926580519300378,S0926580519300378_189
instead,instead,ADV,189,instead,alternatively|instead|or else|rather,NA,S0926580519300378,S0926580519300378_189
typed,type,VERB,189,type,type|typecast|typewrite,write|identify,S0926580519300378,S0926580519300378_189
restoring,restore,VERB,315,restor,bushel|doctor|fix|furbish up|mend|reconstruct|reestablish|regenerate|reinstate|rejuvenate|repair|restitute|restore|touch on,regenerate|renew|refund|return|repay|give back|better|improve|amend|ameliorate|meliorate|change|alter|modify,S0926580519300378,S0926580519300378_315
property,property,NOUN,315,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object,S0926580519300378,S0926580519300378_315
method,method,NOUN,315,method,method|method acting,know-how|acting|playing|playacting|performing,S0926580519300378,S0926580519300378_315
restoreprop,restoreprop,VERB,315,restoreprop,NA,NA,S0926580519300378,S0926580519300378_315
setting,set,NOUN,315,set,band|bent|circle|curing|exercise set|hardening|lot|readiness|set|Set|Seth|solidification|solidifying|stage set,collection|aggregation|accumulation|assemblage|abstraction|abstract entity|exercise|exercising|physical exercise|physical exertion|workout|representation|social group|inclination|disposition|tendency|placement|location|locating|position|positioning|emplacement|playing period|period of play|play|natural process|natural action|action|activity|descent|cognitive state|state of mind|electronic equipment,S0926580519300378,S0926580519300378_315
reliability,reliability,NOUN,315,reliabl,dependability|dependableness|reliability|reliableness,responsibility|responsibleness,S0926580519300378,S0926580519300378_315
setreliability,setreliability,NOUN,315,setreli,NA,NA,S0926580519300378,S0926580519300378_315
requires,require,NOUN,315,requir,NA,NA,S0926580519300378,S0926580519300378_315
specific,specific,ADJ,315,specif,specific,NA,S0926580519300378,S0926580519300378_315
as,as,ADV,315,a,as|equally|every bit,NA,S0926580519300378,S0926580519300378_315
argument,argument,NOUN,315,argument,arguing|argument|argumentation|contention|contestation|controversy|debate|disceptation|disputation|line|line of reasoning|literary argument|logical argument|parameter|statement|tilt,evidence|dispute|difference|difference of opinion|conflict|discussion|give-and-take|word|summary|sum-up|address|computer address|reference|value|variable|variable quantity|reasoning|logical thinking|abstract thought,S0926580519300378,S0926580519300378_315
similarity,similarity,NOUN,133,similar,law of similarity|similarity,sameness|Gestalt law of organization|Gestalt principle of organization,S095032931831022X,S095032931831022X_133
wj,wj,PROPN,133,wj,NA,NA,S095032931831022X,S095032931831022X_133
wk,wk,NOUN,133,wk,NA,NA,S095032931831022X,S095032931831022X_133
word,word,NOUN,133,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S095032931831022X,S095032931831022X_133
pair,pair,NOUN,133,pair,brace|couple|couplet|distich|duad|duet|duo|dyad|pair|span|twain|twosome|yoke,set|two|2|II|deuce|gathering|assemblage|poker hand,S095032931831022X,S095032931831022X_133
determined,determine,ADJ,133,determin,NA,NA,S095032931831022X,S095032931831022X_133
based,base,VERB,133,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S095032931831022X,S095032931831022X_133
index,index,NOUN,133,index,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger,S095032931831022X,S095032931831022X_133
amount,amount,NOUN,133,amount,amount|amount of money|measure|quantity|sum|sum of money|total,assets|magnitude|abstraction|abstract entity|quantity,S095032931831022X,S095032931831022X_133
identical,identical,ADJ,133,ident,identical|indistinguishable|monovular|selfsame(a)|superposable|very(a),NA,S095032931831022X,S095032931831022X_133
substrings,substring,NOUN,133,substr,substring,string,S095032931831022X,S095032931831022X_133
words,word,NOUN,133,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S095032931831022X,S095032931831022X_133
divided,divide,VERB,133,divid,carve up|dissever|disunite|divide|fraction|part|separate|split|split up,change integrity|calculate|cipher|cypher|compute|work out|reckon|figure|change|move|displace,S095032931831022X,S095032931831022X_133
total,total,ADJ,133,total,entire|full|total,NA,S095032931831022X,S095032931831022X_133
number,number,NOUN,133,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S095032931831022X,S095032931831022X_133
letters,letter,NOUN,133,letter,alphabetic character|letter|letter of the alphabet|missive|varsity letter,text|textual matter|document|character|graph|grapheme|graphic symbol|owner|proprietor|literal interpretation|award|accolade|honor|honour|laurels,S095032931831022X,S095032931831022X_133
wjwk,wjwk,NOUN,133,wjwk,NA,NA,S095032931831022X,S095032931831022X_133
first,first,ADV,133,first,first|first of all|first off|firstly|foremost,NA,S095032931831022X,S095032931831022X_133
example,example,NOUN,133,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson,S095032931831022X,S095032931831022X_133
substring,substr,VERB,133,substr,NA,NA,S095032931831022X,S095032931831022X_133
other,other,ADJ,133,other,early(a)|former(a)|other|other(a),NA,S095032931831022X,S095032931831022X_133
so,so,ADV,133,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA,S095032931831022X,S095032931831022X_133
there,there,ADV,133,there,there|thither,NA,S095032931831022X,S095032931831022X_133
only,only,ADV,133,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S095032931831022X,S095032931831022X_133
longest,longest,ADJ,133,longest,NA,NA,S095032931831022X,S095032931831022X_133
length,length,NOUN,133,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment,S095032931831022X,S095032931831022X_133
as,as,ADV,131,a,as|equally|every bit,NA,S0950705118301539,S0950705118301539_131
discussed,discuss,VERB,131,discuss,discourse|discuss|hash out|talk about|talk over,cover|treat|handle|plow|deal|address|talk of|talk about,S0950705118301539,S0950705118301539_131
later,later,ADV,131,later,after|afterward|afterwards|by and by|later|later on|subsequently,NA,S0950705118301539,S0950705118301539_131
section,section,NOUN,131,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0950705118301539,S0950705118301539_131
adapted,adapt,VERB,131,adapt,accommodate|adapt|adjust|conform,change|alter|vary|get used to,S0950705118301539,S0950705118301539_131
little,little,ADJ,131,littl,fiddling|footling|lilliputian|little|little(a)|minuscule|niggling|petty|picayune|piddling|piffling|short|slight|small|trivial,NA,S0950705118301539,S0950705118301539_131
effort,effort,NOUN,131,effort,attempt|campaign|cause|crusade|drive|effort|elbow grease|endeavor|endeavour|exertion|exploit|feat|movement|sweat|travail|try,activity|labor|labour|toil|accomplishment|achievement|venture,S0950705118301539,S0950705118301539_131
handle,handle,NOUN,131,handl,grip|handgrip|handle|hold,appendage,S0950705118301539,S0950705118301539_131
other,other,ADJ,131,other,early(a)|former(a)|other|other(a),NA,S0950705118301539,S0950705118301539_131
types,type,NOUN,131,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block,S0950705118301539,S0950705118301539_131
problems,problem,NOUN,131,problem,job|problem|trouble,difficulty|question|head,S0950705118301539,S0950705118301539_131
representations,representation,NOUN,131,represent,agency|delegacy|histrionics|internal representation|mental representation|representation|theatrical|theatrical performance,content|cognitive content|mental object|creation|cooperation|state|body|statement|performance|public presentation|right|activity,S0950705118301539,S0950705118301539_131
link,link,NOUN,131,link,connectedness|connection|connexion|contact|data link|inter-group communication|liaison|link|linkup|nexus|radio link|tie|tie-in,linkage|fastener|fastening|holdfast|fixing|union|unification|shape|form|linear unit|linear measure|instruction|command|statement|program line|channel|communication channel|line|communication system|circuit|electrical circuit|electric circuit,S0950705118301539,S0950705118301539_131
prediction,prediction,NOUN,131,predict,anticipation|forecasting|foretelling|prediction|prevision|prognostication,reasoning|logical thinking|abstract thought|statement,S0950705118301539,S0950705118301539_131
set,set,VERB,131,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0950705118301539,S0950705118301539_131
predicted,predict,VERB,131,predict,anticipate|augur|auspicate|betoken|bode|call|forebode|forecast|foreshadow|foretell|omen|portend|predict|prefigure|presage|prognosticate|promise,guess|venture|pretend|hazard|bespeak|betoken|indicate|point|signal,S0950705118301539,S0950705118301539_131
edges,edge,NOUN,131,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line,S0950705118301539,S0950705118301539_131
ep,ep,NOUN,131,ep,NA,NA,S0950705118301539,S0950705118301539_131
e,e,NOUN,131,e,atomic number 99|due east|e|E|east|eastward|einsteinium|Es|tocopherol|vitamin E,fat-soluble vitamin|antioxidant|metallic element|metal|cardinal compass point|transcendental number|letter|letter of the alphabet|alphabetic character,S0950705118301539,S0950705118301539_131
task,task,NOUN,2,task,chore|job|labor|project|task|undertaking,work|duty,S0957417414004898,S0957417414004898_2
realized,realize,VERB,2,realiz,actualise|actualize|agnise|agnize|bring in|clear|earn|gain|make|pull in|realise|realize|recognise|recognize|see|substantiate|take in|understand,know|cognize|cognise|make|create|get|acquire|sell|harmonize|harmonise,S0957417414004898,S0957417414004898_2
classifying,classify,VERB,2,classifi,assort|class|classify|relegate|separate|sort|sort out,categorize|categorise|restrict|control|assign|attribute,S0957417414004898,S0957417414004898_2
webpages,webpage,NOUN,2,webpag,web page|webpage,text file|document,S0957417414004898,S0957417414004898_2
based,base,VERB,2,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0957417414004898,S0957417414004898_2
semantic,semantic,ADJ,2,semant,semantic,NA,S0957417414004898,S0957417414004898_2
content,content,NOUN,2,content,capacity|cognitive content|content|contentedness|contents|depicted object|mental object|message|subject|subject matter|substance,collection|aggregation|accumulation|assemblage|communication|proportion|volume|cognition|knowledge|noesis|acceptance|thing,S0957417414004898,S0957417414004898_2
fully,fully,ADV,43,fulli,amply|full|fully|in full|to the full,NA,S0957417414004898,S0957417414004898_43
excavates,excavates,NOUN,43,excav,NA,NA,S0957417414004898,S0957417414004898_43
sparse,sparse,NOUN,43,spars,NA,NA,S0957417414004898,S0957417414004898_43
tag,tag,NOUN,43,tag,rag|shred|tag|tag end|tatter|ticket,label|piece of cloth|piece of material|child's game|touch|touching,S0957417414004898,S0957417414004898_43
set,set,VERB,43,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0957417414004898,S0957417414004898_43
hesitant,hesitant,NOUN,43,hesit,NA,NA,S0957417414004898,S0957417414004898_43
webpage,webpage,NOUN,43,webpag,web page|webpage,text file|document,S0957417414004898,S0957417414004898_43
mining,mining,NOUN,43,mine,excavation|minelaying|mining,production|defense|defence|defensive measure,S0957417414004898,S0957417414004898_43
semantic,semantic,ADJ,43,semant,semantic,NA,S0957417414004898,S0957417414004898_43
similarity,similarity,NOUN,43,similar,law of similarity|similarity,sameness|Gestalt law of organization|Gestalt principle of organization,S0957417414004898,S0957417414004898_43
tags,tags,NOUN,43,tag,NA,NA,S0957417414004898,S0957417414004898_43
global,global,ADJ,43,global,ball-shaped|global|globose|globular|orbicular|planetary|spheric|spherical|world-wide|world(a)|worldwide,NA,S0957417414004898,S0957417414004898_43
scale,scale,NOUN,43,scale,exfoliation|graduated table|musical scale|ordered series|plate|scale|scale leaf|scale of measurement|scurf|shell|weighing machine,standard|criterion|measure|touchstone|magnitude relation|quantitative relation|proportion|leaf|leafage|foliage|bit|chip|flake|fleck|scrap|musical notation|measuring instrument|measuring system|measuring device|indicator|shield|covering|natural covering|cover,S0957417414004898,S0957417414004898_43
tolerance,tolerance,NOUN,62,toler,allowance|leeway|margin|permissiveness|tolerance,endurance|disposition|temperament|allowance|attitude|mental attitude|discrepancy|disagreement|divergence|variance,S0957417414004898,S0957417414004898_62
relation,relation,NOUN,62,relat,carnal knowledge|coition|coitus|copulation|intercourse|recounting|relation|relation back|relative|sex act|sexual congress|sexual intercourse|sexual relation|telling,abstraction|abstract entity|sexual activity|sexual practice|sex|sex activity|person|individual|someone|somebody|mortal|soul|narration|recital|yarn|legal principle|judicial principle|judicial doctrine|dealings|traffic,S0957417414004898,S0957417414004898_62
binary,binary,NOUN,62,binari,binary|binary program|binary star|double star,star|program|programme|computer program|computer programme,S0957417414004898,S0957417414004898_62
there,there,ADV,100,there,there|thither,NA,S0957417414007155,S0957417414007155_100
large,large,ADJ,100,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),NA,S0957417414007155,S0957417414007155_100
differences,difference,NOUN,100,differ,conflict|departure|deviation|difference|difference of opinion|dispute|divergence|remainder,quality|variation|fluctuation|disagreement|change|number,S0957417414007155,S0957417414007155_100
semantic,semantic,ADJ,100,semant,semantic,NA,S0957417414007155,S0957417414007155_100
coordinate,coordinate,VERB,100,coordin,align|coordinate|ordinate|organise|organize,arrange|set up|manage|deal|care|handle|harmonize|harmonise|consort|accord|concord|fit in|agree|adjust|set|correct,S0957417414007155,S0957417414007155_100
element,element,NOUN,100,element,chemical element|component|constituent|element|factor|ingredient,part|section|division|portion|substance|environment|environs|surroundings|surround|situation|state of affairs|straight line,S0957417414007155,S0957417414007155_100
node,node,NOUN,100,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0957417414007155,S0957417414007155_100
link,link,NOUN,100,link,connectedness|connection|connexion|contact|data link|inter-group communication|liaison|link|linkup|nexus|radio link|tie|tie-in,linkage|fastener|fastening|holdfast|fixing|union|unification|shape|form|linear unit|linear measure|instruction|command|statement|program line|channel|communication channel|line|communication system|circuit|electrical circuit|electric circuit,S0957417414007155,S0957417414007155_100
convergence,convergence,NOUN,100,converg,convergence|convergency|converging|intersection|overlap,happening|occurrence|occurrent|natural event|series|representation|mental representation|internal representation|joining|connection|connexion,S0957417414007155,S0957417414007155_100
easy,easy,ADJ,100,easi,comfortable|easy|easygoing|gentle|leisurely|light|loose|promiscuous|prosperous|sluttish|soft|wanton|well-fixed|well-heeled|well-off|well-situated|well-to-do,NA,S0957417414007155,S0957417414007155_100
obtained,obtain,VERB,100,obtain,find|get|hold|incur|obtain|prevail|receive,get|acquire|change|exist|be,S0957417414007155,S0957417414007155_100
specifically,specifically,ADV,14,specif,specifically,NA,S0957417415006429,S0957417415006429_14
paper,paper,NOUN,14,paper,composition|newspaper|newspaper publisher|paper|report|theme,material|stuff|essay|press|public press|medium|article|publisher|publishing house|publishing firm|publishing company|product|production,S0957417415006429,S0957417415006429_14
ferrer,ferrer,NOUN,14,ferrer,NA,NA,S0957417415006429,S0957417415006429_14
cancho,cancho,NOUN,14,cancho,NA,NA,S0957417415006429,S0957417415006429_14
presented,present,VERB,14,present,acquaint|award|confront|deliver|demo|demonstrate|exhibit|face|gift|give|introduce|lay out|portray|pose|present|represent|salute|show|stage|submit,show|state|say|tell|re-create|give|constitute|represent|make up|comprise|be|allocate|apportion|talk|speak|utter|mouth|verbalize|verbalise|inform|interpret|introduce|present|acquaint|greet|recognize|recognise,S0957417415006429,S0957417415006429_14
critics,critic,NOUN,14,critic,critic,professional|professional person|evaluator|judge|unpleasant person|disagreeable person,S0957417415006429,S0957417415006429_14
respect,respect,NOUN,14,respect,deference|esteem|obedience|regard|respect|respectfulness,detail|item|point|honor|honour|laurels|attitude|mental attitude|politeness|civility|filial duty|affection|affectionateness|fondness|tenderness|heart|warmness|warmheartedness|philia|courtesy|good manners,S0957417415006429,S0957417415006429_14
cong,cong,NOUN,14,cong,NA,NA,S0957417415006429,S0957417415006429_14
liu,liu,NOUN,14,liu,NA,NA,S0957417415006429,S0957417415006429_14
work,work,NOUN,14,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output,S0957417415006429,S0957417415006429_14
mainly,mainly,ADV,14,mainli,chiefly|in the main|mainly|primarily|principally,NA,S0957417415006429,S0957417415006429_14
lack,lack,NOUN,14,lack,deficiency|lack|want,need|demand,S0957417415006429,S0957417415006429_14
mention,mention,NOUN,14,mention,acknowledgment|citation|cite|credit|honorable mention|mention|quotation|reference,remark|comment|input|note|annotation|notation|award|accolade|honor|honour|laurels,S0957417415006429,S0957417415006429_14
gk,gk,NOUN,14,gk,NA,NA,S0957417415006429,S0957417415006429_14
authors,author,NOUN,22,author,author|generator|source|writer,communicator|maker|shaper,S0957417415006429,S0957417415006429_22
point,point,NOUN,22,point,breaker point|compass point|decimal point|degree|detail|distributor point|dot|full point|full stop|gunpoint|head|item|level|peak|percentage point|period|point|point in time|pointedness|power point|spot|stage|stop|tip,component|constituent|element|factor|ingredient|location|meaning|significance|signification|import|fact|state|measure|quantity|amount|aim|object|objective|target|convex shape|convexity|disk|disc|saucer|unit of measurement|unit|promontory|headland|head|foreland|part|portion|component part|relevance|relevancy|characteristic|end|terminal|direction|linear unit|linear measure|loan|punctuation|punctuation mark|mark|mathematical notation|taper|gun muzzle|muzzle|wall socket|wall plug|electric outlet|electrical outlet|outlet|electric receptacle|contact|tangency,S0957417415006429,S0957417415006429_22
out,out,ADV,22,out,away|out,NA,S0957417415006429,S0957417415006429_22
several,several,ADJ,22,sever,respective(a)|several(a)|several(p)|various(a),NA,S0957417415006429,S0957417415006429_22
advances,advance,NOUN,22,advanc,advance|advancement|approach|betterment|cash advance|feeler|forward motion|improvement|onward motion|overture|procession|progress|progression|rise,change of location|travel|transformation|transmutation|shift|suggestion|proposition|proffer|motion|movement|move|sum|sum of money|amount|amount of money|increase|step-up,S0957417415006429,S0957417415006429_22
language,language,NOUN,22,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word,S0957417415006429,S0957417415006429_22
area,area,NOUN,22,area,area|arena|country|domain|expanse|field|orbit|region|sphere|surface area,region|topic|subject|issue|matter|body part|environment|structure|construction|extent,S0957417415006429,S0957417415006429_22
new,new,ADJ,22,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,NA,S0957417415006429,S0957417415006429_22
points,point,NOUN,22,point,breaker point|compass point|decimal point|degree|detail|distributor point|dot|full point|full stop|gunpoint|head|item|level|peak|percentage point|period|point|point in time|pointedness|power point|spot|stage|stop|tip,component|constituent|element|factor|ingredient|location|meaning|significance|signification|import|fact|state|measure|quantity|amount|aim|object|objective|target|convex shape|convexity|disk|disc|saucer|unit of measurement|unit|promontory|headland|head|foreland|part|portion|component part|relevance|relevancy|characteristic|end|terminal|direction|linear unit|linear measure|loan|punctuation|punctuation mark|mark|mathematical notation|taper|gun muzzle|muzzle|wall socket|wall plug|electric outlet|electrical outlet|outlet|electric receptacle|contact|tangency,S0957417415006429,S0957417415006429_22
view,view,NOUN,22,view,aspect|eyeshot|horizon|opinion|panorama|perspective|persuasion|position|prospect|purview|scene|sentiment|sight|survey|thought|view|vista,orientation|visual percept|visual image|look|looking|looking at|range|reach|belief|message|content|subject matter|substance|purpose|intent|intention|aim|design|graphic art|scope|orbit|compass|ambit|appearance|visual aspect,S0957417415006429,S0957417415006429_22
however,however,ADV,22,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA,S0957417415006429,S0957417415006429_22
emphasize,emphasize,NOUN,22,emphas,NA,NA,S0957417415006429,S0957417415006429_22
complex,complex,NOUN,22,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction,S0957417415006429,S0957417415006429_22
networks,network,NOUN,22,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0957417415006429,S0957417415006429_22
only,only,ADV,22,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0957417415006429,S0957417415006429_22
tool,tool,NOUN,22,tool,cock|creature|dick|instrument|pecker|prick|puppet|putz|shaft|tool,implement|means|agency|way|slave|penis|phallus|member,S0957417415006429,S0957417415006429_22
able,able,ADJ,22,abl,able|able-bodied|capable,NA,S0957417415006429,S0957417415006429_22
help,help,VERB,22,help,aid|assist|avail|facilitate|help|help oneself|serve,support|back up|better|improve|amend|ameliorate|meliorate|serve|refrain|forbear|provide|supply|ply|cater|promote|advance|boost|further|encourage|exploit|work,S0957417415006429,S0957417415006429_22
direction,direction,NOUN,22,direct,centering|charge|commission|counsel|counseling|counselling|direction|focal point|focus|focusing|focussing|guidance|instruction|management|steering|way,path|route|itinerary|position|spatial relation|inclination|disposition|tendency|message|content|subject matter|substance|social control|control|command|bid|bidding|dictation|concentration|engrossment|absorption|immersion,S0957417415006429,S0957417415006429_22
then,then,ADV,45,then,and so|so|then,NA,S0957417415006429,S0957417415006429_45
investigation,investigation,NOUN,45,investig,investigating|investigation|probe,inquiry|enquiry|research|work,S0957417415006429,S0957417415006429_45
network,network,NOUN,45,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0957417415006429,S0957417415006429_45
dynamics,dynamics,NOUN,45,dynam,dynamics|kinetics,mechanics,S0957417415006429,S0957417415006429_45
required,require,VERB,45,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be,S0957417415006429,S0957417415006429_45
use,use,VERB,166,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0957417415006429,S0957417415006429_166
clustering,cluster,NOUN,166,cluster,bunch|clump|cluster|clustering,agglomeration,S0957417415006429,S0957417415006429_166
complex,complex,NOUN,166,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction,S0957417415006429,S0957417415006429_166
networks,network,NOUN,166,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0957417415006429,S0957417415006429_166
proposed,propose,VERB,166,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0957417415006429,S0957417415006429_166
pons,pon,NOUN,166,pon,NA,NA,S0957417415006429,S0957417415006429_166
